18,fourswordkirby,fourswordkirby,2016-09-07 22:30:45.908000,!register,1,1,0,0
22,fourswordkirby,fourswordkirby,2016-09-07 22:30:48.956000,!ticket 1 1 1 1 1 1,1,1,0,0
20,fourswordkirby,fourswordkirby,2016-09-07 22:31:49.899000,!register,1,1,0,0
22,fourswordkirby,fourswordkirby,2016-09-07 22:31:56.771000,!ticket 1 1 1 1 1 1,1,1,0,0
18,fourswordkirby,fourswordkirby,2016-09-07 22:33:38.671000,!register,1,1,0,0
20,fourswordkirby,fourswordkirby,2016-09-07 22:33:45.517000,!ticket 1 1 1 1 1 1,1,1,0,0
18,fourswordkirby,fourswordkirby,2016-09-07 22:37:13.870000,!register,1,1,0,0
20,fourswordkirby,fourswordkirby,2016-09-07 22:37:20.561000,!ticket 1 1 1 1 1 1,1,1,0,0
18,fourswordkirby,awkwardspecimen,2016-09-07 22:38:20.408000,!register,0,1,0,0
20,fourswordkirby,fourswordkirby,2016-09-07 22:38:20.923000,!register,1,1,0,0
22,fourswordkirby,fourswordkirby,2016-09-07 22:38:25.707000,!ticket 1 1 1 1 1 2,1,1,0,0
24,fourswordkirby,awkwardspecimen,2016-09-07 22:38:26.367000,!ticket 1 1 1 1 1 1,0,1,0,0
26,fourswordkirby,awkwardspecimen,2016-09-07 22:38:31.370000,:/\!,0,1,0,0
31,fourswordkirby,awkwardspecimen,2016-09-07 22:38:44.886000,!ticket 1 1 1 1 1 2,0,1,0,0
36,fourswordkirby,fourswordkirby,2016-09-07 22:38:57.352000,!ticket 1 1 1 1 2 3,1,1,0,0
39,fourswordkirby,awkwardspecimen,2016-09-07 22:39:06.184000,!ticket 1 1 1 1 1 1,0,1,0,0
41,fourswordkirby,fourswordkirby,2016-09-07 22:39:06.470000,!mytickets,1,1,0,0
42,fourswordkirby,awkwardspecimen,2016-09-07 22:39:09.769000,!ticket 1 1 1 1 2 3,0,1,0,0
44,fourswordkirby,fourswordkirby,2016-09-07 22:39:11.564000,!mytickets,1,1,0,0
45,fourswordkirby,awkwardspecimen,2016-09-07 22:39:12.230000,!mytickets,0,1,0,0
49,fourswordkirby,awkwardspecimen,2016-09-07 22:39:18.789000,YEEE,0,1,0,0
51,fourswordkirby,fourswordkirby,2016-09-07 22:39:30.178000,!ticket 1,1,1,0,0
54,fourswordkirby,fourswordkirby,2016-09-07 22:39:34.828000,!mytickets,1,1,0,0
59,fourswordkirby,awkwardspecimen,2016-09-07 22:39:41.969000,!mytickets,0,1,0,0
60,fourswordkirby,fourswordkirby,2016-09-07 22:39:42.103000,!mytickets,1,1,0,0
63,fourswordkirby,awkwardspecimen,2016-09-07 22:39:50.788000,odang,0,1,0,0
65,fourswordkirby,awkwardspecimen,2016-09-07 22:39:54.710000,das a lodda tickets,0,1,0,0
18,fourswordkirby,awkwardspecimen,2016-09-07 22:43:36.523000,!register,0,1,0,0
20,fourswordkirby,awkwardspecimen,2016-09-07 22:43:48.224000,!ticket 1 1 1 1 1 1,0,1,0,0
25,fourswordkirby,awkwardspecimen,2016-09-07 22:43:57.211000,I AM WIN,0,1,0,0
26,fourswordkirby,awkwardspecimen,2016-09-07 22:43:59.593000,maybe?,0,1,0,0
27,fourswordkirby,awkwardspecimen,2016-09-07 22:44:00.893000,...,0,1,0,0
28,fourswordkirby,awkwardspecimen,2016-09-07 22:44:04.978000,!register,0,1,0,0
